,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
302,Indus Towers,3.6,(2.9k),Telecom | Gurugram +242 other locations,9.1k,37
303,Nokia,4.0,(2.9k),Telecom | Bengaluru +167 other locations,16.5k,358
304,Apollo Tyres,4.0,(2.9k),Auto Components | Chennai +179 other locations,9.9k,--
305,Yazaki,3.9,(2.9k),Auto Components | Pune +94 other locations,9k,1
306,IKS Health,3.6,(2.8k),Healthcare | Mumbai +31 other locations,11.3k,17
307,Shree Cement,3.8,(2.8k),Building Material | Beawar +257 other locations,9.7k,6
308,Fiserv,2.9,(2.8k),FinTech | Pune +32 other locations,17.7k,16
309,Britannia,4.0,(2.8k),FMCG | Pune +307 other locations,8.4k,13
310,UnitedHealth,4.0,(2.8k),Healthcare | Hyderabad +18 other locations,14.2k,--
311,Zepto,3.5,(2.8k),Internet | Bengaluru +104 other locations,9.4k,44
312,SRF,4.1,(2.8k),Chemicals | Bharuch +68 other locations,8.9k,11
313,Landmark Group,3.8,(2.8k),Retail | Bengaluru +175 other locations,9.4k,7
314,Dalmia Bharat Cement,3.9,(2.7k),Building Material | Guwahati +253 other locations,4.7k,3
315,Tata Electronics,3.9,(2.7k),Semiconductors | Hosur +50 other locations,11.4k,96
316,Kansai Nerolac Paints,3.8,(2.7k),Chemicals | Mumbai +253 other locations,7.8k,69
317,Blue Dart Express Ltd,3.9,(2.7k),Logistics | Mumbai +279 other locations,6.9k,23
318,Exide Industries,3.4,(2.7k),Auto Components | Kolkata +201 other locations,8.7k,76
319,Nestlé,3.8,(2.7k),FMCG | Gurugram +281 other locations,9.9k,24
320,Shell,3.9,(2.7k),Oil & Gas | Bengaluru +91 other locations,14k,81
321,Whitehat jr,3.3,(2.7k),EdTech | Mumbai +48 other locations,9.4k,--
322,KPMG Global Services,3.5,(2.7k),Management Consulting | Bengaluru +37 other locations,24k,20
323,ZS,3.1,(2.7k),Management Consulting | Pune +17 other locations,20.4k,270
324,Flex,3.9,(2.7k),Electronics Manufacturing | Chennai +46 other locations,15.9k,51
325,Micro Labs,3.6,(2.7k),Pharma | Bengaluru +152 other locations,9.8k,20
326,Star Health & Allied Insurance,3.5,(2.7k),Insurance | Chennai +331 other locations,10.1k,12
327,Capita,3.5,(2.7k),BPO | Pune +31 other locations,12.9k,56
328,ElasticRun,3.6,(2.7k),Logistics | Pune +386 other locations,6.2k,1
329,TVS Supply Chain Solutions,3.8,(2.6k),Logistics | Chennai +154 other locations,8.5k,14
330,KFintech,3.4,(2.6k),Financial Services | Hyderabad +113 other locations,11.1k,--
331,G4S,4.0,(2.6k),Law Enforcement & Security | Gurugram +163 other locations,5.1k,675
332,Voltas,4.0,(2.6k),Consumer Electronics & Appliances | Mumbai +207 other locations,8.7k,14
333,Exl India,3.5,(2.6k),Logistics | New Delhi +45 other locations,15.6k,1
334,Sonalika Tractors,3.6,(2.6k),Automobile | Hoshiarpur +194 other locations,9k,2
335,Ajanta Pharma,3.9,(2.6k),Pharma | Mumbai +118 other locations,8.9k,12
336,Blue Star,4.1,(2.6k),Consumer Electronics & Appliances | Mumbai +147 other locations,9.8k,33
337,Care Health Insurance,3.6,(2.6k),Insurance | Gurugram +246 other locations,8.6k,53
338,BlackBuck,3.7,(2.6k),Internet | Bengaluru +365 other locations,6.3k,23
339,Domino's Pizza,3.9,(2.6k),Hospitality | New Delhi +251 other locations,4.2k,--
340,Movate,3.1,(2.6k),IT Services & Consulting | Chennai +38 other locations,15k,75
341,Gallagher,3.7,(2.6k),Insurance | Bengaluru +29 other locations,14.2k,130
342,NoBroker,3.0,(2.6k),Internet | Bengaluru +47 other locations,10.7k,331
343,Fortis Healthcare,4.0,(2.6k),Healthcare | New Delhi +70 other locations,7.6k,797
344,Adani Power,3.7,(2.6k),Power | Mundra +128 other locations,9.8k,--
345,Himalaya Wellness,4.0,(2.5k),Pharma | Bengaluru +241 other locations,6.2k,35
346,Physicswallah,3.6,(2.5k),EdTech | Noida +126 other locations,8.3k,218
347,ACT Fibernet,3.9,(2.5k),Telecom | Hyderabad +57 other locations,7.8k,148
348,DBS Bank,3.7,(2.5k),Banking | Hyderabad +177 other locations,13k,198
349,Foxconn,3.9,(2.5k),Electronics Manufacturing | Chennai +61 other locations,10.6k,20
350,Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.5k),Healthcare | Hyderabad +46 other locations,3.5k,22
351,Foundever,3.3,(2.5k),BPO | Hyderabad +22 other locations,8.8k,89
352,Tata Advanced Systems,3.7,(2.5k),Defence & Aerospace | Bengaluru +58 other locations,12.8k,--
353,Photon Interactive,4.1,(2.5k),IT Services & Consulting | Chennai +18 other locations,7.4k,906
354,Sterlite Technologies,3.8,(2.5k),Hardware & Networking | Chhatrapati Sambhajinagar +101 other locations,10k,119
355,BT Group,3.8,(2.5k),Telecom | Gurugram +24 other locations,11.5k,5
356,V-Mart,4.1,(2.5k),Retail | Gurugram +284 other locations,4.4k,22
357,Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances | Mumbai +234 other locations,7.5k,23
358,Alldigi Tech,3.9,(2.5k),BPO | Chennai +36 other locations,7.6k,47
359,IntouchCX,2.7,(2.5k),BPO | Hyderabad +22 other locations,10k,248
360,Sammaan Capital Limited,3.8,(2.5k),NBFC | Gurugram +201 other locations,5.8k,9
361,Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery | Chennai +192 other locations,8.4k,17
362,Northern Trust Operating Services,3.6,(2.5k),Financial Services | Bengaluru +27 other locations,17.2k,33
363,Laurus Labs,4.3,(2.5k),Pharma | Visakhapatnam +34 other locations,7.3k,7
364,JCB,3.9,(2.5k),Industrial Machinery | Pune +113 other locations,9.5k,--
365,Parle Agro,4.0,(2.5k),Beverage | Mumbai +258 other locations,6.6k,2
366,Planet Spark,3.9,(2.4k),EdTech | Gurugram +61 other locations,3.5k,71
367,Patanjali Ayurved,3.9,(2.4k),FMCG | Haridwar +301 other locations,5.8k,--
368,McDonald's,3.8,(2.4k),Hospitality | New Delhi +151 other locations,4.9k,3
369,Canara HSBC Life Insurance,3.6,(2.4k),Insurance | Gurugram +316 other locations,6.3k,7
370,ICICI Securities,3.9,(2.4k),Financial Services | Mumbai +148 other locations,9.7k,2
371,Paras Hospital,4.1,(2.4k),Healthcare | Patna +62 other locations,3.2k,76
372,Statestreet HCL Services,3.4,(2.4k),BPO | Chennai +18 other locations,13.6k,--
373,Emcure Pharmaceuticals,3.6,(2.4k),Pharma | Pune +116 other locations,8.4k,65
374,Hero FinCorp,3.9,(2.4k),NBFC | New Delhi +392 other locations,5.7k,82
375,Biocon Limited,4.1,(2.4k),Biotechnology | Bengaluru +65 other locations,11.6k,11
376,Mahindra Rural Housing Finance,4.0,(2.4k),NBFC | Mumbai +463 other locations,4.8k,14
377,Intellect Design Arena,3.6,(2.4k),Software Product | Chennai +40 other locations,13.4k,18
378,Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality | Mumbai +113 other locations,5.9k,49
379,Datamatics Global Services,3.4,(2.4k),IT Services & Consulting | Mumbai +37 other locations,11.7k,52
380,Adani Group,3.8,(2.4k),Power | Ahmedabad +197 other locations,11k,790
381,CorroHealth Infotech,3.6,(2.4k),Analytics & KPO | Hyderabad +35 other locations,7.5k,52
382,Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality | Mumbai +110 other locations,4.8k,383
383,Axis Direct,3.6,(2.4k),Financial Services | Mumbai +270 other locations,4.7k,46
384,Aditya Birla Group,4.1,(2.4k),Metals & Mining | Mumbai +268 other locations,10k,5
385,Cadila Pharmaceuticals,3.3,(2.4k),Pharma | Ahmedabad +134 other locations,7.9k,143
386,3i Infotech,3.4,(2.4k),IT Services & Consulting | Mumbai +129 other locations,10.7k,74
387,Cholamandalam MS General Insurance,3.7,(2.4k),Insurance | Chennai +388 other locations,6k,--
388,Syngene International,3.8,(2.3k),Clinical Research | Bengaluru +21 other locations,12.6k,2
389,Capgemini Engineering,3.4,(2.3k),IT Services & Consulting | Bengaluru +28 other locations,14.3k,--
390,Info Edge,3.9,(2.3k),Internet | Noida +69 other locations,11.2k,385
391,KocharTech,3.6,(2.3k),IT Services & Consulting | Kolkata +25 other locations,3.7k,31
392,Bureau Veritas,3.8,(2.3k),Other | Mumbai +146 other locations,8.1k,8
393,Delhi Public School,3.8,(2.3k),Education & Training | New Delhi +274 other locations,5.3k,119
394,Aavas Financiers,4.0,(2.3k),NBFC | Jaipur +294 other locations,5.6k,54
395,RMSI,3.6,(2.3k),IT Services & Consulting | Hyderabad +25 other locations,8.7k,18
396,Cybage,3.8,(2.3k),IT Services & Consulting | Pune +15 other locations,17.2k,27
397,Xoriant,4.1,(2.3k),IT Services & Consulting | Pune +23 other locations,11.7k,44
398,TaskUs,3.0,(2.3k),BPO | Indore +35 other locations,9.3k,326
399,Straive,3.3,(2.3k),IT Services & Consulting | Chennai +31 other locations,10.2k,101
400,Lifestyle,4.2,(2.3k),Retail | Bengaluru +129 other locations,6.7k,21
401,Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma | Haridwar +38 other locations,6.2k,16
402,Sopra Steria,3.9,(2.3k),IT Services & Consulting | Noida +20 other locations,13.9k,134
403,Kia India,4.0,(2.3k),Automobile | Anantapur +188 other locations,8.2k,83
404,GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit | Lucknow +213 other locations,4.6k,64
405,Eureka Forbes,3.7,(2.3k),Consumer Electronics & Appliances | Mumbai +183 other locations,5.6k,6
406,Sobha,3.8,(2.3k),Real Estate | Bengaluru +38 other locations,8.4k,58
407,Apollo Pharmacy,3.6,(2.3k),Pharma | Hyderabad +284 other locations,6.8k,1.1k
408,Lodha,4.1,(2.2k),Real Estate | Mumbai +30 other locations,8.7k,172
409,Unacademy,2.9,(2.2k),EdTech | Bengaluru +73 other locations,10.3k,38
410,Radisson Hotels,4.0,(2.2k),Hospitality | New Delhi +128 other locations,5.1k,171
411,Myntra,3.9,(2.2k),Internet | Bengaluru +103 other locations,10.5k,34
412,Endurance Technologies Limited,3.9,(2.2k),Auto Components | Chhatrapati Sambhajinagar +50 other locations,7.8k,16
413,SBI Securities,3.6,(2.2k),Financial Services | Mumbai +315 other locations,6.8k,45
414,Team Computers,3.6,(2.2k),IT Services & Consulting | New Delhi +106 other locations,8.5k,167
415,TCE,3.8,(2.2k),Engineering & Construction | Mumbai +132 other locations,9.5k,20
416,Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances | Haridwar +168 other locations,6.8k,24
417,AWL Agri Business,4.0,(2.2k),FMCG | Ahmedabad +199 other locations,6.8k,100
418,Lava International,3.9,(2.2k),Consumer Electronics & Appliances | Noida +222 other locations,4.3k,1
419,Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance | Mumbai +318 other locations,5.2k,33
420,GAO Tek,4.5,(2.2k),Electrical Equipment | New York +41 other locations,259,--
421,Daikin Airconditioning India Pvt. Ltd.,4.2,(2.2k),Consumer Electronics & Appliances | Neemrana +109 other locations,7.8k,--
422,Newgen Software Technologies,4.0,(2.2k),IT Services & Consulting | Noida +32 other locations,11.5k,57
423,Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances | Pune +175 other locations,8k,16
424,Bharti AXA Life Insurance,3.6,(2.2k),Insurance | Mumbai +243 other locations,5.2k,35
425,Cisco,4.1,(2.2k),Hardware & Networking | Bengaluru +46 other locations,18.7k,256
426,Indian Railways,4.2,(2.2k),Railways | Kolkata +249 other locations,3.5k,1
427,SBI General Insurance,3.6,(2.2k),Insurance | Mumbai +289 other locations,6.4k,50
428,GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma | Bengaluru +217 other locations,5.7k,34
429,BNP Paribas,3.7,(2.2k),Banking | Mumbai +27 other locations,18.2k,18
430,Coromandel International,4.1,(2.2k),Agro Chemicals | Visakhapatnam +183 other locations,7.5k,20
431,Nokia Networks,4.1,(2.2k),Hardware & Networking | Chennai +87 other locations,10.4k,--
432,Renault Nissan Technology & Business Centre India,3.7,(2.2k),Automobile | Chennai +19 other locations,14.5k,21
433,Shahi Exports,3.9,(2.2k),Fashion & Textile | Bengaluru +72 other locations,6.9k,33
434,Meesho,3.7,(2.2k),Internet | Bengaluru +132 other locations,9.5k,202
435,Sify Technologies,3.6,(2.2k),IT Services & Consulting | Chennai +133 other locations,9.9k,55
436,ValueLabs,3.5,(2.1k),IT Services & Consulting | Hyderabad +20 other locations,16.1k,73
437,Ambuja Cements,3.8,(2.1k),Building Material | Mumbai +259 other locations,6.1k,--
438,Allstate,3.6,(2.1k),Insurance | Pune +16 other locations,12.2k,15
439,Microsoft Corporation,3.8,(2.1k),Software Product | Bengaluru +47 other locations,29.6k,--
440,Bank of Baroda,3.5,(2.1k),Banking | Mumbai +299 other locations,7k,--
441,Life Insurance Corporation of India,4.4,(2.1k),Insurance | Mumbai +470 other locations,4.6k,2
442,Brakes India,3.9,(2.1k),Auto Components | Chennai +100 other locations,7.1k,6
443,Huawei Technologies,4.0,(2.1k),Telecom | Bengaluru +104 other locations,7.9k,34
444,Cargill,3.9,(2.1k),Food Processing | Bengaluru +122 other locations,8.4k,554
445,BHEL,4.2,(2.1k),Electrical Equipment | Bengaluru +129 other locations,5.3k,--
446,Spark Minda,3.8,(2.1k),Auto Components | Pune +75 other locations,7.2k,10
447,upGrad,3.3,(2.1k),EdTech | Bengaluru +49 other locations,9.2k,67
448,Mercedes-Benz Research and Development India,3.6,(2.1k),IT Services & Consulting | Bengaluru +52 other locations,17.7k,331
449,Simplex Infrastructures,3.4,(2.1k),Engineering & Construction | Kolkata +138 other locations,4.5k,--
450,Power Mech Projects,3.8,(2.1k),Engineering & Construction | Hyderabad +152 other locations,6.6k,13
451,CAMS,3.6,(2.1k),Financial Services | Chennai +107 other locations,8.7k,24
452,Poonawalla Fincorp,3.5,(2.1k),NBFC | Pune +262 other locations,5.8k,26
453,Pfizer,3.9,(2.1k),Pharma | Visakhapatnam +133 other locations,5.8k,60
454,FirstCry,3.6,(2.1k),Retail | Pune +213 other locations,8.6k,20
455,Generali Central Life Insurance,3.5,(2.1k),Insurance | Mumbai +200 other locations,6.7k,20
456,Bharat Petroleum,4.2,(2.1k),Oil & Gas | Mumbai +261 other locations,6.8k,--
457,Saint-Gobain,3.9,(2.1k),Building Material | Mumbai +104 other locations,11.5k,177
458,Force Motors,3.7,(2.1k),Automobile | Pune +106 other locations,8.3k,10
459,Jio Platforms,3.4,(2.1k),IT Services & Consulting | Mumbai +103 other locations,13.9k,--
460,"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile | Ahmedabad +105 other locations,6.8k,--
461,Nuvoco Vistas,4.1,(2.1k),Building Material | Kolkata +198 other locations,6.9k,31
462,NTT DATA Business Solutions,4.1,(2.1k),IT Services & Consulting | Bengaluru +32 other locations,12.3k,29
463,Kotak Securities,3.5,(2.1k),Financial Services | Mumbai +140 other locations,9.5k,39
464,Manipal Hospitals,4.0,(2.1k),Healthcare | Bengaluru +66 other locations,6.9k,82
465,Ola Cabs,3.3,(2.1k),Internet | Bengaluru +112 other locations,9k,14
466,JK Tyre,3.7,(2.1k),Auto Components | Chennai +141 other locations,6.8k,--
467,Raymond Lifestyle Limited,4.1,(2.1k),Fashion & Textile | Mumbai +149 other locations,6.5k,--
468,Reliance Trends,4.0,(2k),Retail | Bengaluru +393 other locations,4.2k,--
469,Renault-Nissan,4.1,(2k),Automobile | Chennai +86 other locations,7.6k,--
470,ITC Hotels,4.1,(2k),Hospitality | Bengaluru +95 other locations,5.3k,--
471,CitiusTech,3.2,(2k),IT Services & Consulting | Mumbai +17 other locations,14.3k,70
472,Infinite Computer Solutions,3.3,(2k),IT Services & Consulting | Bengaluru +36 other locations,15.1k,226
473,IndusInd General Insurance,3.6,(2k),Insurance | Mumbai +193 other locations,7.1k,13
474,Delphi TVS,3.9,(2k),Auto Components | Chennai +60 other locations,5.6k,3
475,Biological E,4.2,(2k),Pharma | Hyderabad +72 other locations,7k,35
476,Henry Harvin Education,3.6,(2k),EdTech | Noida +33 other locations,914,48
477,Extramarks Education,3.3,(2k),EdTech | Noida +111 other locations,7.4k,7
478,Morgan Stanley,3.6,(2k),Financial Services | Mumbai +19 other locations,26.4k,8
479,SGS,3.8,(2k),"Testing, Inspection and Certification (TIC) | Mumbai +145 other locations",6.4k,141
480,YASH Technologies,3.7,(2k),IT Services & Consulting | Hyderabad +31 other locations,16.2k,453
481,K12 Techno Services,3.7,(2k),EdTech | Bengaluru +43 other locations,5.2k,369
482,EPAM Systems,3.7,(2k),IT Services & Consulting | Hyderabad +35 other locations,22.4k,223
483,Senco Gold,4.4,(2k),Jewellery | Kolkata +79 other locations,1.5k,2
484,Novartis,4.1,(2k),Pharma | Hyderabad +75 other locations,10.2k,113
485,State Street Syntel,3.7,(2k),Financial Services | Mumbai +21 other locations,6.9k,--
486,Ninjacart,3.8,(2k),Internet | Bengaluru +112 other locations,5.1k,20
487,SAP,4.1,(2k),Software Product | Bengaluru +54 other locations,17.5k,--
488,IDBI Bank,3.4,(2k),Banking | Mumbai +334 other locations,6.1k,--
489,HSBC Electronic Data Processing,4.0,(2k),IT Services & Consulting | Bengaluru +19 other locations,8.6k,--
490,AECOM,4.2,(2k),Engineering & Construction | Gurugram +122 other locations,7k,242
491,Narayana Health,4.0,(2k),Healthcare | Bengaluru +64 other locations,6k,109
492,Aditya Birla Health Insurance Co,3.7,(1.9k),Insurance | Mumbai +251 other locations,7.6k,2
493,L&T Energy Hydrocarbon,3.8,(1.9k),Engineering & Construction | Vadodara +88 other locations,8.3k,--
494,Paisabazaar.com,3.4,(1.9k),Internet | Gurugram +35 other locations,6.9k,48
495,Honeywell Automation,3.7,(1.9k),Industrial Automation | Pune +78 other locations,12k,--
496,Shadowfax Technologies,3.5,(1.9k),Logistics | Bengaluru +241 other locations,7.5k,59
497,Schindler,3.9,(1.9k),Industrial Machinery | Pune +88 other locations,6.2k,63
498,Haier Appliances India,4.0,(1.9k),Consumer Electronics & Appliances | Pune +160 other locations,7k,31
499,Motherson Automotive Technologies and Engineering,3.8,(1.9k),Auto Components | Chennai +68 other locations,7.5k,32
500,Trent,3.8,(1.9k),Retail | Mumbai +146 other locations,4.8k,24
501,R.R. Donnelley,3.6,(1.9k),Marketing & Advertising | Chennai +26 other locations,10.2k,36
502,Dr Lal PathLabs,4.2,(1.9k),Healthcare | New Delhi +202 other locations,4.5k,90
503,V-Guard Industries,4.3,(1.9k),Consumer Electronics & Appliances | Kochi +169 other locations,4.5k,57
504,Philips,3.8,(1.9k),Medical Equipment | Bengaluru +96 other locations,10.9k,116
505,Microland,3.5,(1.9k),IT Services & Consulting | Bengaluru +45 other locations,10.7k,397
506,NCR Voyix,3.5,(1.9k),IT Services & Consulting | Hyderabad +90 other locations,9.3k,18
507,Uflex,3.8,(1.9k),Packaging | Noida +46 other locations,6.7k,54
508,Parle Products,3.9,(1.9k),FMCG | Mumbai +249 other locations,3.8k,8
509,Gabriel India Limited,4.1,(1.9k),Auto Components | Pune +52 other locations,5.8k,--
510,CMS Infosystems,3.5,(1.9k),Software Product | Mumbai +218 other locations,4.7k,7
511,Globiva,3.0,(1.9k),BPO | Gurugram +30 other locations,5.2k,175
512,Spinny,3.7,(1.9k),Internet | Gurugram +63 other locations,7.5k,44
513,Crisil,3.5,(1.9k),Analytics & KPO | Mumbai +81 other locations,13.3k,655
514,Google,4.4,(1.9k),Software Product | Bengaluru +86 other locations,32.7k,549
515,Tekwissen,4.9,(1.9k),IT Services & Consulting | Visakhapatnam +5 other locations,579,70
516,Adecco Group,3.8,(1.9k),Recruitment | Bengaluru +180 other locations,7.1k,--
517,CNH (Case New Holland),3.7,(1.9k),Industrial Machinery | Gurugram +136 other locations,5.9k,23
518,Angel One,3.6,(1.9k),FinTech | Mumbai +132 other locations,7.5k,29
519,Lucas-TVS,3.9,(1.9k),Auto Components | Chennai +76 other locations,6k,4
520,DHL Supply Chain,4.2,(1.9k),Logistics | Mumbai +101 other locations,6.2k,58
521,Safexpress,3.9,(1.9k),Logistics | New Delhi +158 other locations,5.7k,10
522,Aadhar Housing Finance,4.0,(1.9k),NBFC | Mumbai +325 other locations,5k,2
523,Aye Finance,4.1,(1.9k),NBFC | Gurugram +365 other locations,3.4k,17
524,G R Infraprojects,4.1,(1.9k),Engineering & Construction | Gurugram +158 other locations,5.4k,16
525,NTPC,4.2,(1.9k),Power | New Delhi +124 other locations,4.3k,--
526,HTC Global Services,3.4,(1.9k),IT Services & Consulting | Chennai +32 other locations,13.1k,11
527,Thomson Reuters,3.8,(1.9k),Software Product | Bengaluru +27 other locations,10.6k,105
528,Iris Software,3.8,(1.9k),IT Services & Consulting | Noida +23 other locations,7.9k,724
529,Infinx,3.7,(1.9k),Software Product | Hyderabad +36 other locations,5.3k,38
530,Tata Tele Business Services,3.6,(1.9k),Telecom | Mumbai +136 other locations,4.5k,54
531,Tata Power,3.9,(1.9k),Power | Mumbai +151 other locations,7.3k,22
532,Trident Group,3.3,(1.9k),Fashion & Textile | Barnala +58 other locations,5.3k,9
